# Log10(wave)  Resid
 3.6656000 1.00305
 3.6657000 1.00173
 3.6658000 1.00242
 3.6659000 1.00399
 3.6660000 1.00395
 3.6661000 1.00392
 3.6662000 1.00645
 3.6663000 1.00880
 3.6664000 1.00840
 3.6665000 1.00588
 3.6666000 1.00709
 3.6667000 1.00769
 3.6668000 1.00733
 3.6669000 1.00734
 3.6670000 1.00665
 3.6671000 1.00579
 3.6672000 1.00602
 3.6673000 1.00512
 3.6674000 1.00362
 3.6675000 1.00486
 3.6676000 1.00373
 3.6677000 1.00235
 3.6678000 1.00546
 3.6679000 1.00237
 3.6680000 1.00473
 3.6681000 1.00608
 3.6682000 1.00441
 3.6683000 1.00529
 3.6684000 1.00521
 3.6685000 1.00675
 3.6686000 1.00723
 3.6687000 1.00723
 3.6688000 1.00469
 3.6689000 1.00662
 3.6690000 1.00583
 3.6691000 1.00349
 3.6692000 1.00543
 3.6693000 1.00459
 3.6694000 1.00601
 3.6695000 1.00623
 3.6696000 1.00559
 3.6697000 1.00695
 3.6698000 1.00499
 3.6699000 1.00679
 3.6700000 1.00522
 3.6701000 1.00687
 3.6702000 1.00458
 3.6703000 1.00617
 3.6704000 1.00776
 3.6705000 1.00656
 3.6706000 1.00796
 3.6707000 1.00822
 3.6708000 1.00901
 3.6709000 1.00868
 3.6710000 1.01038
 3.6711000 1.01272
 3.6712000 1.01052
 3.6713000 1.01311
 3.6714000 1.01430
 3.6715000 1.01115
 3.6716000 1.01236
 3.6717000 1.01290
 3.6718000 1.01040
 3.6719000 1.01043
 3.6720000 1.01028
 3.6721000 1.00947
 3.6722000 1.00871
 3.6723000 1.00749
 3.6724000 1.00815
 3.6725000 1.00753
 3.6726000 1.00540
 3.6727000 1.00518
 3.6728000 1.00506
 3.6729000 1.00380
 3.6730000 1.00485
 3.6731000 1.00561
 3.6732000 1.00646
 3.6733000 1.00466
 3.6734000 1.00591
 3.6735000 1.00581
 3.6736000 1.00675
 3.6737000 1.00922
 3.6738000 1.00646
 3.6739000 1.00734
 3.6740000 1.00794
 3.6741000 1.00817
 3.6742000 1.00724
 3.6743000 1.00888
 3.6744000 1.01085
 3.6745000 1.00813
 3.6746000 1.00766
 3.6747000 1.00614
 3.6748000 1.00544
 3.6749000 1.00604
 3.6750000 1.00641
 3.6751000 1.00644
 3.6752000 1.00594
 3.6753000 1.00578
 3.6754000 1.00691
 3.6755000 1.00601
 3.6756000 1.00599
 3.6757000 1.00600
 3.6758000 1.00528
 3.6759000 1.00653
 3.6760000 1.00722
 3.6761000 1.00864
 3.6762000 1.01017
 3.6763000 1.01054
 3.6764000 1.01166
 3.6765000 1.01011
 3.6766000 1.01121
 3.6767000 1.01015
 3.6768000 1.01031
 3.6769000 1.00915
 3.6770000 1.01066
 3.6771000 1.01031
 3.6772000 1.00930
 3.6773000 1.00717
 3.6774000 1.00788
 3.6775000 1.00658
 3.6776000 1.00635
 3.6777000 1.00513
 3.6778000 1.00765
 3.6779000 1.00725
 3.6780000 1.00535
 3.6781000 1.00672
 3.6782000 1.00705
 3.6783000 1.00727
 3.6784000 1.00868
 3.6785000 1.01067
 3.6786000 1.01106
 3.6787000 1.01109
 3.6788000 1.01136
 3.6789000 1.01060
 3.6790000 1.01174
 3.6791000 1.01253
 3.6792000 1.01158
 3.6793000 1.01310
 3.6794000 1.01112
 3.6795000 1.00942
 3.6796000 1.00904
 3.6797000 1.00998
 3.6798000 1.00810
 3.6799000 1.00708
 3.6800000 1.01010
 3.6801000 1.00873
 3.6802000 1.00815
 3.6803000 1.00842
 3.6804000 1.00806
 3.6805000 1.00793
 3.6806000 1.01187
 3.6807000 1.01231
 3.6808000 1.01262
 3.6809000 1.00942
 3.6810000 1.01080
 3.6811000 1.01076
 3.6812000 1.01090
 3.6813000 1.01332
 3.6814000 1.01324
 3.6815000 1.01195
 3.6816000 1.01412
 3.6817000 1.01368
 3.6818000 1.01292
 3.6819000 1.01380
 3.6820000 1.01324
 3.6821000 1.01263
 3.6822000 1.01387
 3.6823000 1.01355
 3.6824000 1.01269
 3.6825000 1.01134
 3.6826000 1.01222
 3.6827000 1.01385
 3.6828000 1.01108
 3.6829000 1.01296
 3.6830000 1.01570
 3.6831000 1.01541
 3.6832000 1.01478
 3.6833000 1.01545
 3.6834000 1.01320
 3.6835000 1.01344
 3.6836000 1.01248
 3.6837000 1.01207
 3.6838000 1.01164
 3.6839000 1.01180
 3.6840000 1.01426
 3.6841000 1.01616
 3.6842000 1.01351
 3.6843000 1.01484
 3.6844000 1.01464
 3.6845000 1.01408
 3.6846000 1.01577
 3.6847000 1.01777
 3.6848000 1.01586
 3.6849000 1.01628
 3.6850000 1.01839
 3.6851000 1.01913
 3.6852000 1.01804
 3.6853000 1.01936
 3.6854000 1.02120
 3.6855000 1.02189
 3.6856000 1.02019
 3.6857000 1.02138
 3.6858000 1.02329
 3.6859000 1.02220
 3.6860000 1.02377
 3.6861000 1.02375
 3.6862000 1.02432
 3.6863000 1.02397
 3.6864000 1.02433
 3.6865000 1.02411
 3.6866000 1.02494
 3.6867000 1.02230
 3.6868000 1.02443
 3.6869000 1.02399
 3.6870000 1.02328
 3.6871000 1.02552
 3.6872000 1.02525
 3.6873000 1.02172
 3.6874000 1.02102
 3.6875000 1.02224
 3.6876000 1.01931
 3.6877000 1.01977
 3.6878000 1.01841
 3.6879000 1.01867
 3.6880000 1.01641
 3.6881000 1.01486
 3.6882000 1.01693
 3.6883000 1.01451
 3.6884000 1.01319
 3.6885000 1.01165
 3.6886000 1.01225
 3.6887000 1.01094
 3.6888000 1.01034
 3.6889000 1.00940
 3.6890000 1.00992
 3.6891000 1.00907
 3.6892000 1.00954
 3.6893000 1.00796
 3.6894000 1.00919
 3.6895000 1.00932
 3.6896000 1.00825
 3.6897000 1.00827
 3.6898000 1.01048
 3.6899000 1.00911
 3.6900000 1.01006
 3.6901000 1.00963
 3.6902000 1.01085
 3.6903000 1.01202
 3.6904000 1.01170
 3.6905000 1.01040
 3.6906000 1.01112
 3.6907000 1.00794
 3.6908000 1.00918
 3.6909000 1.00859
 3.6910000 1.00608
 3.6911000 1.00487
 3.6912000 1.00231
 3.6913000 1.00302
 3.6914000 1.00219
 3.6915000 1.00329
 3.6916000 1.00239
 3.6917000 1.00245
 3.6918000 0.999049
 3.6919000 1.00007
 3.6920000 0.999375
 3.6921000 0.998890
 3.6922000 1.00077
 3.6923000 1.00178
 3.6924000 1.00210
 3.6925000 1.00232
 3.6926000 1.00244
 3.6927000 1.00282
 3.6928000 1.00303
 3.6929000 1.00231
 3.6930000 1.00274
 3.6931000 1.00406
 3.6932000 1.00300
 3.6933000 1.00398
 3.6934000 1.00415
 3.6935000 1.00479
 3.6936000 1.00333
 3.6937000 1.00296
 3.6938000 1.00351
 3.6939000 1.00331
 3.6940000 1.00421
 3.6941000 1.00455
 3.6942000 1.00458
 3.6943000 1.00521
 3.6944000 1.00643
 3.6945000 1.00534
 3.6946000 1.00620
 3.6947000 1.00725
 3.6948000 1.00531
 3.6949000 1.00513
 3.6950000 1.00794
 3.6951000 1.00635
 3.6952000 1.00380
 3.6953000 1.00569
 3.6954000 1.00319
 3.6955000 1.00179
 3.6956000 1.00507
 3.6957000 1.00443
 3.6958000 1.00251
 3.6959000 1.00398
 3.6960000 1.00388
 3.6961000 1.00378
 3.6962000 1.00424
 3.6963000 1.00658
 3.6964000 1.00770
 3.6965000 1.00300
 3.6966000 1.00465
 3.6967000 1.00552
 3.6968000 1.00456
 3.6969000 1.00281
 3.6970000 1.00030
 3.6971000 0.998747
 3.6972000 0.999004
 3.6973000 1.00171
 3.6974000 0.999077
 3.6975000 0.996617
 3.6976000 0.997374
 3.6977000 0.996678
 3.6978000 0.996559
 3.6979000 0.999730
 3.6980000 0.998192
 3.6981000 0.999733
 3.6982000 1.00091
 3.6983000 1.00027
 3.6984000 1.00310
 3.6985000 1.00267
 3.6986000 1.00324
 3.6987000 1.00428
 3.6988000 1.00367
 3.6989000 1.00575
 3.6990000 1.00366
 3.6991000 1.00199
 3.6992000 1.00097
 3.6993000 1.00080
 3.6994000 1.00151
 3.6995000 0.999678
 3.6996000 0.999307
 3.6997000 0.996667
 3.6998000 0.996422
 3.6999000 0.998795
 3.7000000 0.996236
 3.7001000 0.996779
 3.7002000 0.999761
 3.7003000 0.998640
 3.7004000 0.997991
 3.7005000 0.997661
 3.7006000 0.999260
 3.7007000 1.00187
 3.7008000 1.00301
 3.7009000 1.00240
 3.7010000 1.00379
 3.7011000 1.00698
 3.7012000 1.00778
 3.7013000 1.00703
 3.7014000 1.00703
 3.7015000 1.00632
 3.7016000 1.00479
 3.7017000 1.00325
 3.7018000 1.00529
 3.7019000 1.00366
 3.7020000 1.00055
 3.7021000 0.998683
 3.7022000 0.998475
 3.7023000 0.995929
 3.7024000 0.996388
 3.7025000 0.995937
 3.7026000 0.997232
 3.7027000 0.995918
 3.7028000 0.998421
 3.7029000 0.999740
 3.7030000 0.999884
 3.7031000 1.00071
 3.7032000 1.00080
 3.7033000 1.00305
 3.7034000 1.00490
 3.7035000 1.00577
 3.7036000 1.00607
 3.7037000 1.00701
 3.7038000 1.00892
 3.7039000 1.00972
 3.7040000 1.01087
 3.7041000 1.00999
 3.7042000 1.00961
 3.7043000 1.01306
 3.7044000 1.01144
 3.7045000 1.01285
 3.7046000 1.01201
 3.7047000 1.00896
 3.7048000 1.00795
 3.7049000 1.00640
 3.7050000 1.00334
 3.7051000 1.00365
 3.7052000 1.00419
 3.7053000 1.00142
 3.7054000 0.999576
 3.7055000 1.00026
 3.7056000 0.999923
 3.7057000 1.00014
 3.7058000 0.999785
 3.7059000 0.997514
 3.7060000 0.998188
 3.7061000 1.00144
 3.7062000 1.00108
 3.7063000 1.00148
 3.7064000 1.00504
 3.7065000 1.00564
 3.7066000 1.00665
 3.7067000 1.00680
 3.7068000 1.00955
 3.7069000 1.00997
 3.7070000 1.00678
 3.7071000 1.00723
 3.7072000 1.00837
 3.7073000 1.00858
 3.7074000 1.00644
 3.7075000 1.00521
 3.7076000 1.00334
 3.7077000 1.00245
 3.7078000 1.00163
 3.7079000 1.00106
 3.7080000 1.00178
 3.7081000 1.00266
 3.7082000 1.00424
 3.7083000 1.00369
 3.7084000 1.00437
 3.7085000 1.00379
 3.7086000 1.00444
 3.7087000 1.00522
 3.7088000 1.00800
 3.7089000 1.01054
 3.7090000 1.00912
 3.7091000 1.00985
 3.7092000 1.00830
 3.7093000 1.00672
 3.7094000 1.00715
 3.7095000 1.00627
 3.7096000 1.00537
 3.7097000 1.00621
 3.7098000 1.00590
 3.7099000 1.00612
 3.7100000 1.00362
 3.7101000 1.00587
 3.7102000 1.00590
 3.7103000 1.00396
 3.7104000 1.00250
 3.7105000 1.00010
 3.7106000 1.00282
 3.7107000 1.00350
 3.7108000 1.00076
 3.7109000 0.999931
 3.7110000 0.999923
 3.7111000 0.999675
 3.7112000 0.998299
 3.7113000 0.999449
 3.7114000 0.996211
 3.7115000 0.994462
 3.7116000 0.996632
 3.7117000 0.998483
 3.7118000 0.997355
 3.7119000 0.998129
 3.7120000 0.999048
 3.7121000 0.998515
 3.7122000 0.997913
 3.7123000 1.00011
 3.7124000 1.00011
 3.7125000 0.999532
 3.7126000 1.00089
 3.7127000 0.998508
 3.7128000 0.998974
 3.7129000 1.00010
 3.7130000 0.999849
 3.7131000 1.00067
 3.7132000 0.997744
 3.7133000 0.998921
 3.7134000 1.00098
 3.7135000 1.00201
 3.7136000 1.00462
 3.7137000 1.00484
 3.7138000 1.00626
 3.7139000 1.00672
 3.7140000 1.01111
 3.7141000 1.01274
 3.7142000 1.01342
 3.7143000 1.01445
 3.7144000 1.01612
 3.7145000 1.01426
 3.7146000 1.01071
 3.7147000 1.00875
 3.7148000 1.01010
 3.7149000 1.00995
 3.7150000 1.00894
 3.7151000 1.00589
 3.7152000 1.00305
 3.7153000 1.00526
 3.7154000 1.00138
 3.7155000 0.998508
 3.7156000 0.997514
 3.7157000 0.996635
 3.7158000 0.996194
 3.7159000 0.997109
 3.7160000 0.997292
 3.7161000 0.996399
 3.7162000 0.998177
 3.7163000 1.00007
 3.7164000 1.00000
 3.7165000 0.998763
 3.7166000 1.00097
 3.7167000 1.00156
 3.7168000 1.00205
 3.7169000 1.00333
 3.7170000 1.00492
 3.7171000 1.00455
 3.7172000 1.00465
 3.7173000 1.00400
 3.7174000 1.00336
 3.7175000 1.00526
 3.7176000 1.00468
 3.7177000 1.00298
 3.7178000 1.00279
 3.7179000 1.00410
 3.7180000 1.00428
 3.7181000 1.00419
 3.7182000 1.00167
 3.7183000 0.998712
 3.7184000 0.997877
 3.7185000 0.999098
 3.7186000 0.997349
 3.7187000 0.999211
 3.7188000 1.00120
 3.7189000 0.998160
 3.7190000 0.998863
 3.7191000 0.999793
 3.7192000 1.00128
 3.7193000 1.00431
 3.7194000 1.00510
 3.7195000 1.00696
 3.7196000 1.00911
 3.7197000 1.00896
 3.7198000 1.00830
 3.7199000 1.00867
 3.7200000 1.00902
 3.7201000 1.00905
 3.7202000 1.01149
 3.7203000 1.01214
 3.7204000 1.00999
 3.7205000 1.01056
 3.7206000 1.00834
 3.7207000 1.00849
 3.7208000 1.01019
 3.7209000 1.00745
 3.7210000 1.00878
 3.7211000 1.00673
 3.7212000 1.00580
 3.7213000 1.00511
 3.7214000 1.00485
 3.7215000 1.00619
 3.7216000 1.00290
 3.7217000 1.00389
 3.7218000 1.00447
 3.7219000 1.00556
 3.7220000 1.00488
 3.7221000 1.00365
 3.7222000 1.00350
 3.7223000 1.00318
 3.7224000 1.00367
 3.7225000 1.00325
 3.7226000 1.00683
 3.7227000 1.00481
 3.7228000 1.00637
 3.7229000 1.00673
 3.7230000 1.00823
 3.7231000 1.00676
 3.7232000 1.00928
 3.7233000 1.00989
 3.7234000 1.01044
 3.7235000 1.00913
 3.7236000 1.00891
 3.7237000 1.01179
 3.7238000 1.01199
 3.7239000 1.01128
 3.7240000 1.01232
 3.7241000 1.01068
 3.7242000 1.00871
 3.7243000 1.00964
 3.7244000 1.01119
 3.7245000 1.00858
 3.7246000 1.00661
 3.7247000 1.00986
 3.7248000 1.00765
 3.7249000 1.00873
 3.7250000 1.00926
 3.7251000 1.01088
 3.7252000 1.01180
 3.7253000 1.01029
 3.7254000 1.01108
 3.7255000 1.01018
 3.7256000 1.00691
 3.7257000 1.00812
 3.7258000 1.00791
 3.7259000 1.00798
 3.7260000 1.01050
 3.7261000 1.00810
 3.7262000 1.00655
 3.7263000 1.00815
 3.7264000 1.00704
 3.7265000 1.00537
 3.7266000 1.00632
 3.7267000 1.00636
 3.7268000 1.00602
 3.7269000 1.00713
 3.7270000 1.00735
 3.7271000 1.00878
 3.7272000 1.00996
 3.7273000 1.00773
 3.7274000 1.00621
 3.7275000 1.00787
 3.7276000 1.00848
 3.7277000 1.00749
 3.7278000 1.00815
 3.7279000 1.00879
 3.7280000 1.00985
 3.7281000 1.01063
 3.7282000 1.01135
 3.7283000 1.01075
 3.7284000 1.01035
 3.7285000 1.01327
 3.7286000 1.01387
 3.7287000 1.01334
 3.7288000 1.01148
 3.7289000 1.01232
 3.7290000 1.00937
 3.7291000 1.00938
 3.7292000 1.01112
 3.7293000 1.00701
 3.7294000 1.00773
 3.7295000 1.00564
 3.7296000 1.00514
 3.7297000 1.00486
 3.7298000 1.00387
 3.7299000 1.00373
 3.7300000 1.00433
 3.7301000 1.00291
 3.7302000 1.00445
 3.7303000 1.00604
 3.7304000 1.00554
 3.7305000 1.00735
 3.7306000 1.00905
 3.7307000 1.01088
 3.7308000 1.01047
 3.7309000 1.01261
 3.7310000 1.01090
 3.7311000 1.00826
 3.7312000 1.00782
 3.7313000 1.01011
 3.7314000 1.00867
 3.7315000 1.00793
 3.7316000 1.00853
 3.7317000 1.00738
 3.7318000 1.00644
 3.7319000 1.00636
 3.7320000 1.00642
 3.7321000 1.00554
 3.7322000 1.00542
 3.7323000 1.00375
 3.7324000 1.00057
 3.7325000 1.00132
 3.7326000 1.00282
 3.7327000 1.00136
 3.7328000 1.00021
 3.7329000 1.00041
 3.7330000 1.00112
 3.7331000 1.00095
 3.7332000 0.999001
 3.7333000 1.00041
 3.7334000 1.00418
 3.7335000 1.00581
 3.7336000 1.00382
 3.7337000 1.00572
 3.7338000 1.00595
 3.7339000 1.00707
 3.7340000 1.00790
 3.7341000 1.00552
 3.7342000 1.00536
 3.7343000 1.00716
 3.7344000 1.00805
 3.7345000 1.00683
 3.7346000 1.00824
 3.7347000 1.00683
 3.7348000 1.00584
 3.7349000 1.00808
 3.7350000 1.00654
 3.7351000 1.00867
 3.7352000 1.00826
 3.7353000 1.00764
 3.7354000 1.00799
 3.7355000 1.01034
 3.7356000 1.01101
 3.7357000 1.01198
 3.7358000 1.01343
 3.7359000 1.01045
 3.7360000 1.01096
 3.7361000 1.01148
 3.7362000 1.01031
 3.7363000 1.00676
 3.7364000 1.00922
 3.7365000 1.00710
 3.7366000 1.00729
 3.7367000 1.00838
 3.7368000 1.00866
 3.7369000 1.00685
 3.7370000 1.00746
 3.7371000 1.00867
 3.7372000 1.00702
 3.7373000 1.00509
 3.7374000 1.00232
 3.7375000 1.00952
 3.7376000 1.01183
 3.7377000 1.01028
 3.7378000 1.01157
 3.7379000 1.00966
 3.7380000 1.00889
 3.7381000 1.01047
 3.7382000 1.00804
 3.7383000 1.01095
 3.7384000 1.00970
 3.7385000 1.00862
 3.7386000 1.00790
 3.7387000 1.00810
 3.7388000 1.01039
 3.7389000 1.00885
 3.7390000 1.00991
 3.7391000 1.01139
 3.7392000 1.01228
 3.7393000 1.01204
 3.7394000 1.01034
 3.7395000 1.01271
 3.7396000 1.01388
 3.7397000 1.01192
 3.7398000 1.01193
 3.7399000 1.01364
 3.7400000 1.01198
 3.7401000 1.01005
 3.7402000 1.00871
 3.7403000 1.01054
 3.7404000 1.01001
 3.7405000 1.01014
 3.7406000 1.01149
 3.7407000 1.01008
 3.7408000 1.01025
 3.7409000 1.01182
 3.7410000 1.01019
 3.7411000 1.01147
 3.7412000 1.01204
 3.7413000 1.01259
 3.7414000 1.01423
 3.7415000 1.01322
 3.7416000 1.01296
 3.7417000 1.01360
 3.7418000 1.01493
 3.7419000 1.01369
 3.7420000 1.01469
 3.7421000 1.01277
 3.7422000 1.01374
 3.7423000 1.01145
 3.7424000 1.01317
 3.7425000 1.01070
 3.7426000 1.01008
 3.7427000 1.01126
 3.7428000 1.01081
 3.7429000 1.00867
 3.7430000 1.01138
 3.7431000 1.01090
 3.7432000 1.01056
 3.7433000 1.00921
 3.7434000 1.00983
 3.7435000 1.01268
 3.7436000 1.01223
 3.7437000 1.01483
 3.7438000 1.01391
 3.7439000 1.01266
 3.7440000 1.01416
 3.7441000 1.01252
 3.7442000 1.01369
 3.7443000 1.01380
 3.7444000 1.01143
 3.7445000 1.01271
 3.7446000 1.01355
 3.7447000 1.01284
 3.7448000 1.01329
 3.7449000 1.01327
 3.7450000 1.01317
 3.7451000 1.01337
 3.7452000 1.00997
 3.7453000 1.00865
 3.7454000 1.01157
 3.7455000 1.00961
 3.7456000 1.00831
 3.7457000 1.00989
 3.7458000 1.01033
 3.7459000 1.00721
 3.7460000 1.01050
 3.7461000 1.00834
 3.7462000 1.01353
 3.7463000 1.05081
 3.7464000 1.09583
 3.7465000 0.958524
 3.7466000 0.988390
 3.7467000 1.12163
 3.7468000 1.05149
 3.7469000 1.00890
 3.7470000 1.01235
 3.7471000 1.01217
 3.7472000 1.00943
 3.7473000 1.00912
 3.7474000 1.00977
 3.7475000 1.01080
 3.7476000 1.01111
 3.7477000 1.01147
 3.7478000 1.01235
 3.7479000 1.01053
 3.7480000 1.01027
 3.7481000 1.00964
 3.7482000 1.00956
 3.7483000 1.01220
 3.7484000 1.00970
 3.7485000 1.01031
 3.7486000 1.01199
 3.7487000 1.01134
 3.7488000 1.01024
 3.7489000 1.01239
 3.7490000 1.00965
 3.7491000 1.00930
 3.7492000 1.01108
 3.7493000 1.00794
 3.7494000 1.00919
 3.7495000 1.00941
 3.7496000 1.00886
 3.7497000 1.00912
 3.7498000 1.00792
 3.7499000 1.00908
 3.7500000 1.01177
 3.7501000 1.01025
 3.7502000 1.00786
 3.7503000 1.01199
 3.7504000 1.01176
 3.7505000 1.01157
 3.7506000 1.01334
 3.7507000 1.01306
 3.7508000 1.01242
 3.7509000 1.01368
 3.7510000 1.01473
 3.7511000 1.01316
 3.7512000 1.01193
 3.7513000 1.01237
 3.7514000 1.01280
 3.7515000 1.01384
 3.7516000 1.01262
 3.7517000 1.01289
 3.7518000 1.01153
 3.7519000 1.01278
 3.7520000 1.01162
 3.7521000 1.00996
 3.7522000 1.00962
 3.7523000 1.00832
 3.7524000 1.01010
 3.7525000 1.00615
 3.7526000 1.00585
 3.7527000 1.00810
 3.7528000 1.00747
 3.7529000 1.00696
 3.7530000 1.00856
 3.7531000 1.00730
 3.7532000 1.00752
 3.7533000 1.00949
 3.7534000 1.00925
 3.7535000 1.01379
 3.7536000 1.01241
 3.7537000 1.01192
 3.7538000 1.01418
 3.7539000 1.01461
 3.7540000 1.01363
 3.7541000 1.01441
 3.7542000 1.01268
 3.7543000 1.01143
 3.7544000 1.01302
 3.7545000 1.01123
 3.7546000 1.01110
 3.7547000 1.00846
 3.7548000 1.00923
 3.7549000 1.00914
 3.7550000 1.00757
 3.7551000 1.00977
 3.7552000 1.00581
 3.7553000 1.01083
 3.7554000 1.01137
 3.7555000 1.01110
 3.7556000 1.01222
 3.7557000 1.01115
 3.7558000 1.00967
 3.7559000 1.00806
 3.7560000 1.00874
 3.7561000 1.00834
 3.7562000 1.00656
 3.7563000 1.00518
 3.7564000 1.00759
 3.7565000 1.01036
 3.7566000 1.00871
 3.7567000 1.00936
 3.7568000 1.00855
 3.7569000 1.00925
 3.7570000 1.00958
 3.7571000 1.01168
 3.7572000 1.01098
 3.7573000 1.01075
 3.7574000 1.01073
 3.7575000 1.01051
 3.7576000 1.01110
 3.7577000 1.01265
 3.7578000 1.01401
 3.7579000 1.01440
 3.7580000 1.01293
 3.7581000 1.01357
 3.7582000 1.01451
 3.7583000 1.01440
 3.7584000 1.01522
 3.7585000 1.01588
 3.7586000 1.01463
 3.7587000 1.01187
 3.7588000 1.01223
 3.7589000 1.01363
 3.7590000 1.01214
 3.7591000 1.01101
 3.7592000 1.01149
 3.7593000 1.01270
 3.7594000 1.01227
 3.7595000 1.01117
 3.7596000 1.00948
 3.7597000 1.01016
 3.7598000 1.00937
 3.7599000 1.01128
 3.7600000 1.01149
 3.7601000 1.00883
 3.7602000 1.00819
 3.7603000 1.00924
 3.7604000 1.00952
 3.7605000 1.00925
 3.7606000 1.01082
 3.7607000 1.01071
 3.7608000 1.01262
 3.7609000 1.01101
 3.7610000 1.01116
 3.7611000 1.01215
 3.7612000 1.01368
 3.7613000 1.01191
 3.7614000 1.01213
 3.7615000 1.01298
 3.7616000 1.01560
 3.7617000 1.01546
 3.7618000 1.01361
 3.7619000 1.01086
 3.7620000 1.00614
 3.7621000 1.00817
 3.7622000 1.00932
 3.7623000 1.01211
 3.7624000 1.01346
 3.7625000 1.01293
 3.7626000 1.01129
 3.7627000 1.01258
 3.7628000 1.01136
 3.7629000 1.01157
 3.7630000 1.01333
 3.7631000 1.01316
 3.7632000 1.01249
 3.7633000 1.01011
 3.7634000 1.01087
 3.7635000 1.01130
 3.7636000 1.01149
 3.7637000 1.01324
 3.7638000 1.01248
 3.7639000 1.01110
 3.7640000 1.01054
 3.7641000 1.01182
 3.7642000 1.01123
 3.7643000 1.01135
 3.7644000 1.01329
 3.7645000 1.01278
 3.7646000 1.01034
 3.7647000 1.01143
 3.7648000 1.01346
 3.7649000 1.01067
 3.7650000 1.01176
 3.7651000 1.01269
 3.7652000 1.01360
 3.7653000 1.01024
 3.7654000 1.01049
 3.7655000 1.01358
 3.7656000 1.01396
 3.7657000 1.01353
 3.7658000 1.01443
 3.7659000 1.01249
 3.7660000 1.01196
 3.7661000 1.01342
 3.7662000 1.01186
 3.7663000 1.01246
 3.7664000 1.01281
 3.7665000 1.01241
 3.7666000 1.01304
 3.7667000 1.01289
 3.7668000 1.01161
 3.7669000 1.01131
 3.7670000 1.01025
 3.7671000 1.01226
 3.7672000 1.01029
 3.7673000 1.01032
 3.7674000 1.01190
 3.7675000 1.01254
 3.7676000 1.01001
 3.7677000 1.00774
 3.7678000 1.00911
 3.7679000 1.00844
 3.7680000 1.00750
 3.7681000 1.00829
 3.7682000 1.00690
 3.7683000 1.00989
 3.7684000 1.01307
 3.7685000 1.01233
 3.7686000 1.01300
 3.7687000 1.01214
 3.7688000 1.00869
 3.7689000 1.01031
 3.7690000 1.01381
 3.7691000 1.01324
 3.7692000 1.01349
 3.7693000 1.01452
 3.7694000 1.01363
 3.7695000 1.01132
 3.7696000 1.00989
 3.7697000 1.00642
 3.7698000 1.00485
 3.7699000 1.00344
 3.7700000 0.997925
 3.7701000 1.00139
 3.7702000 1.00078
 3.7703000 0.994941
 3.7704000 1.00204
 3.7705000 0.997436
 3.7706000 0.985177
 3.7707000 0.990488
 3.7708000 1.00407
 3.7709000 1.00563
 3.7710000 1.00370
 3.7711000 1.00698
 3.7712000 1.00905
 3.7713000 1.01534
 3.7714000 1.01699
 3.7715000 1.01373
 3.7716000 1.01183
 3.7717000 1.01044
 3.7718000 1.01184
 3.7719000 1.01140
 3.7720000 1.01286
 3.7721000 1.01281
 3.7722000 1.01349
 3.7723000 1.00786
 3.7724000 1.00446
 3.7725000 1.00554
 3.7726000 1.00892
 3.7727000 1.00398
 3.7728000 1.00564
 3.7729000 1.01050
 3.7730000 1.01363
 3.7731000 1.01354
 3.7732000 1.01201
 3.7733000 1.01121
 3.7734000 1.01215
 3.7735000 1.01312
 3.7736000 1.01239
 3.7737000 1.01647
 3.7738000 1.01476
 3.7739000 1.01308
 3.7740000 1.00857
 3.7741000 1.00728
 3.7742000 1.01186
 3.7743000 1.00842
 3.7744000 1.00833
 3.7745000 1.00963
 3.7746000 1.01236
 3.7747000 1.01450
 3.7748000 1.01610
 3.7749000 1.01756
 3.7750000 1.01590
 3.7751000 1.01173
 3.7752000 1.01184
 3.7753000 1.01165
 3.7754000 1.01189
 3.7755000 1.01520
 3.7756000 1.01488
 3.7757000 1.01346
 3.7758000 1.01254
 3.7759000 1.00828
 3.7760000 1.00865
 3.7761000 1.00954
 3.7762000 1.01002
 3.7763000 1.00942
 3.7764000 1.01016
 3.7765000 1.00970
 3.7766000 1.00707
 3.7767000 1.01098
 3.7768000 1.01131
 3.7769000 1.00979
 3.7770000 1.00988
 3.7771000 1.00956
 3.7772000 1.00893
 3.7773000 1.01022
 3.7774000 1.01104
 3.7775000 1.00944
 3.7776000 1.00833
 3.7777000 1.00767
 3.7778000 1.00830
 3.7779000 1.01180
 3.7780000 1.01235
 3.7781000 1.01106
 3.7782000 1.01017
 3.7783000 1.01287
 3.7784000 1.01119
 3.7785000 1.01174
 3.7786000 1.01043
 3.7787000 1.00814
 3.7788000 1.00816
 3.7789000 1.00744
 3.7790000 1.00603
 3.7791000 1.00785
 3.7792000 1.00799
 3.7793000 1.00881
 3.7794000 1.00925
 3.7795000 1.00979
 3.7796000 1.00850
 3.7797000 1.00746
 3.7798000 1.00886
 3.7799000 1.00501
 3.7800000 1.00616
 3.7801000 1.00783
 3.7802000 1.00611
 3.7803000 1.00575
 3.7804000 1.00901
 3.7805000 1.00975
 3.7806000 1.00933
 3.7807000 1.00789
 3.7808000 1.00835
 3.7809000 1.01157
 3.7810000 1.01036
 3.7811000 1.01142
 3.7812000 1.01192
 3.7813000 1.01229
 3.7814000 1.01415
 3.7815000 1.01245
 3.7816000 1.00900
 3.7817000 1.00857
 3.7818000 1.00981
 3.7819000 1.00868
 3.7820000 1.01021
