# Log10(wave)  Resid
 3.7821000 1.00961
 3.7822000 1.00777
 3.7823000 1.00627
 3.7824000 1.00989
 3.7825000 1.00660
 3.7826000 1.00893
 3.7827000 1.00736
 3.7828000 1.00617
 3.7829000 1.00655
 3.7830000 1.00611
 3.7831000 1.00741
 3.7832000 1.00883
 3.7833000 1.00766
 3.7834000 1.00953
 3.7835000 1.00971
 3.7836000 1.00769
 3.7837000 1.00556
 3.7838000 1.00540
 3.7839000 1.01167
 3.7840000 1.00950
 3.7841000 1.00824
 3.7842000 1.01119
 3.7843000 1.00884
 3.7844000 1.00822
 3.7845000 1.00696
 3.7846000 1.00870
 3.7847000 1.01020
 3.7848000 1.00812
 3.7849000 1.00691
 3.7850000 1.00823
 3.7851000 1.00867
 3.7852000 1.01015
 3.7853000 1.00865
 3.7854000 1.00826
 3.7855000 1.00968
 3.7856000 1.00895
 3.7857000 1.00961
 3.7858000 1.00911
 3.7859000 1.00807
 3.7860000 1.00642
 3.7861000 1.00703
 3.7862000 1.00834
 3.7863000 1.00657
 3.7864000 1.00690
 3.7865000 1.00924
 3.7866000 1.01001
 3.7867000 1.00902
 3.7868000 1.00578
 3.7869000 1.00519
 3.7870000 1.00611
 3.7871000 1.00712
 3.7872000 1.00709
 3.7873000 1.00569
 3.7874000 1.00385
 3.7875000 1.00332
 3.7876000 1.00331
 3.7877000 1.00494
 3.7878000 1.00104
 3.7879000 0.999644
 3.7880000 0.998474
 3.7881000 1.00301
 3.7882000 1.00007
 3.7883000 1.00000
 3.7884000 1.00352
 3.7885000 1.00323
 3.7886000 1.00413
 3.7887000 1.00457
 3.7888000 1.00330
 3.7889000 1.00347
 3.7890000 1.00416
 3.7891000 1.00956
 3.7892000 1.00644
 3.7893000 1.00767
 3.7894000 1.00991
 3.7895000 1.00482
 3.7896000 1.00677
 3.7897000 1.00742
 3.7898000 1.00934
 3.7899000 1.00994
 3.7900000 1.00653
 3.7901000 1.00619
 3.7902000 1.00673
 3.7903000 1.00505
 3.7904000 1.01124
 3.7905000 1.00989
 3.7906000 1.00722
 3.7907000 1.00553
 3.7908000 1.00582
 3.7909000 1.00727
 3.7910000 1.00418
 3.7911000 1.00600
 3.7912000 1.00506
 3.7913000 1.00500
 3.7914000 1.00723
 3.7915000 1.00608
 3.7916000 1.00329
 3.7917000 1.00177
 3.7918000 1.00190
 3.7919000 0.999369
 3.7920000 1.00273
 3.7921000 1.00702
 3.7922000 1.00353
 3.7923000 1.00208
 3.7924000 1.00628
 3.7925000 1.00709
 3.7926000 1.00919
 3.7927000 1.00943
 3.7928000 1.00727
 3.7929000 1.00484
 3.7930000 1.00725
 3.7931000 1.00898
 3.7932000 1.00773
 3.7933000 1.00742
 3.7934000 1.00585
 3.7935000 1.00729
 3.7936000 1.00269
 3.7937000 1.00492
 3.7938000 1.00736
 3.7939000 1.00638
 3.7940000 1.01006
 3.7941000 1.01095
 3.7942000 1.00740
 3.7943000 1.00315
 3.7944000 1.00443
 3.7945000 1.00515
 3.7946000 1.00403
 3.7947000 1.00540
 3.7948000 1.00999
 3.7949000 1.01239
 3.7950000 1.00718
 3.7951000 1.00619
 3.7952000 1.00545
 3.7953000 1.00325
 3.7954000 1.00697
 3.7955000 1.00700
 3.7956000 1.00261
 3.7957000 1.00121
 3.7958000 1.00240
 3.7959000 1.00198
 3.7960000 1.00106
 3.7961000 1.00217
 3.7962000 0.999389
 3.7963000 1.00290
 3.7964000 1.00848
 3.7965000 1.01303
 3.7966000 1.01248
 3.7967000 1.00751
 3.7968000 1.00608
 3.7969000 1.00596
 3.7970000 1.00925
 3.7971000 1.01128
 3.7972000 1.01106
 3.7973000 1.00814
 3.7974000 1.00557
 3.7975000 1.00552
 3.7976000 1.00670
 3.7977000 1.00691
 3.7978000 1.00414
 3.7979000 0.999956
 3.7980000 0.999282
 3.7981000 0.999918
 3.7982000 1.00125
 3.7983000 1.00837
 3.7984000 1.00693
 3.7985000 1.01087
 3.7986000 1.01837
 3.7987000 1.01059
 3.7988000 1.00561
 3.7989000 1.00728
 3.7990000 1.00827
 3.7991000 1.00418
 3.7992000 1.00347
 3.7993000 1.00720
 3.7994000 1.02563
 3.7995000 1.02297
 3.7996000 1.01249
 3.7997000 1.00926
 3.7998000 1.00565
 3.7999000 1.00850
 3.8000000 1.01110
 3.8001000 1.00744
 3.8002000 1.00399
 3.8003000 1.00313
 3.8004000 1.00400
 3.8005000 1.00418
 3.8006000 0.999071
 3.8007000 0.999858
 3.8008000 1.00518
 3.8009000 1.01722
 3.8010000 1.01294
 3.8011000 1.00085
 3.8012000 0.995047
 3.8013000 0.995883
 3.8014000 1.00936
 3.8015000 1.02882
 3.8016000 1.01700
 3.8017000 0.999461
 3.8018000 1.00132
 3.8019000 1.00703
 3.8020000 1.00768
 3.8021000 1.00431
 3.8022000 1.00573
 3.8023000 1.00567
 3.8024000 1.00652
 3.8025000 1.00674
 3.8026000 1.00613
 3.8027000 1.00672
 3.8028000 1.00658
 3.8029000 1.00631
 3.8030000 1.00764
 3.8031000 1.00752
 3.8032000 1.00538
 3.8033000 1.00746
 3.8034000 1.00709
 3.8035000 1.00696
 3.8036000 1.00562
 3.8037000 1.00448
 3.8038000 1.00671
 3.8039000 1.01102
 3.8040000 1.00931
 3.8041000 1.00966
 3.8042000 1.00765
 3.8043000 1.00739
 3.8044000 1.00767
 3.8045000 1.00733
 3.8046000 1.01047
 3.8047000 1.00844
 3.8048000 1.00844
 3.8049000 1.00915
 3.8050000 1.01008
 3.8051000 1.00760
 3.8052000 1.00770
 3.8053000 1.00977
 3.8054000 1.01242
 3.8055000 1.00898
 3.8056000 1.00962
 3.8057000 1.01166
 3.8058000 1.01008
 3.8059000 1.00704
 3.8060000 1.00671
 3.8061000 1.00450
 3.8062000 1.00553
 3.8063000 1.00633
 3.8064000 1.00794
 3.8065000 1.00796
 3.8066000 1.00725
 3.8067000 1.00896
 3.8068000 1.00847
 3.8069000 1.00804
 3.8070000 1.00962
 3.8071000 1.00938
 3.8072000 1.00892
 3.8073000 1.01010
 3.8074000 1.00930
 3.8075000 1.00818
 3.8076000 1.01058
 3.8077000 1.01071
 3.8078000 1.00887
 3.8079000 1.00981
 3.8080000 1.01208
 3.8081000 1.01155
 3.8082000 1.01079
 3.8083000 1.01106
 3.8084000 1.00884
 3.8085000 1.01044
 3.8086000 1.01061
 3.8087000 1.01035
 3.8088000 1.01011
 3.8089000 1.01221
 3.8090000 1.01199
 3.8091000 1.01169
 3.8092000 1.01081
 3.8093000 1.01336
 3.8094000 1.01365
 3.8095000 1.01058
 3.8096000 1.01101
 3.8097000 1.01022
 3.8098000 1.01131
 3.8099000 1.01056
 3.8100000 1.01052
 3.8101000 1.01145
 3.8102000 1.00942
 3.8103000 1.00842
 3.8104000 1.00887
 3.8105000 1.01156
 3.8106000 1.01053
 3.8107000 1.00849
 3.8108000 1.01277
 3.8109000 1.00960
 3.8110000 1.00964
 3.8111000 1.00919
 3.8112000 1.01076
 3.8113000 1.01181
 3.8114000 1.01117
 3.8115000 1.01100
 3.8116000 1.01138
 3.8117000 1.01094
 3.8118000 1.01271
 3.8119000 1.01248
 3.8120000 1.01143
 3.8121000 1.01361
 3.8122000 1.01355
 3.8123000 1.01096
 3.8124000 1.00703
 3.8125000 1.00523
 3.8126000 1.00447
 3.8127000 1.00615
 3.8128000 1.00297
 3.8129000 1.00762
 3.8130000 1.01008
 3.8131000 1.00874
 3.8132000 1.01411
 3.8133000 1.01199
 3.8134000 1.01415
 3.8135000 1.01482
 3.8136000 1.01407
 3.8137000 1.01257
 3.8138000 1.01220
 3.8139000 1.01238
 3.8140000 1.01388
 3.8141000 1.01243
 3.8142000 1.01426
 3.8143000 1.01363
 3.8144000 1.01478
 3.8145000 1.01264
 3.8146000 1.00979
 3.8147000 1.01363
 3.8148000 1.01336
 3.8149000 1.01378
 3.8150000 1.01460
 3.8151000 1.01320
 3.8152000 1.01311
 3.8153000 1.01219
 3.8154000 1.01180
 3.8155000 1.01285
 3.8156000 1.01206
 3.8157000 1.01155
 3.8158000 1.01090
 3.8159000 1.00932
 3.8160000 1.00794
 3.8161000 1.00520
 3.8162000 1.00590
 3.8163000 1.00566
 3.8164000 1.00468
 3.8165000 1.00313
 3.8166000 1.00337
 3.8167000 1.00074
 3.8168000 1.00037
 3.8169000 1.00372
 3.8170000 1.00229
 3.8171000 0.998589
 3.8172000 0.999001
 3.8173000 1.00006
 3.8174000 1.00037
 3.8175000 1.00280
 3.8176000 1.00603
 3.8177000 1.00265
 3.8178000 1.00166
 3.8179000 1.00484
 3.8180000 1.00162
 3.8181000 1.00742
 3.8182000 1.01322
 3.8183000 1.01078
 3.8184000 1.01259
 3.8185000 1.01656
 3.8186000 1.01513
 3.8187000 1.01160
 3.8188000 1.01275
 3.8189000 1.00987
 3.8190000 1.01041
 3.8191000 1.01187
 3.8192000 1.01078
 3.8193000 1.01292
 3.8194000 1.01406
 3.8195000 1.01442
 3.8196000 1.01537
 3.8197000 1.01566
 3.8198000 1.01477
 3.8199000 1.01466
 3.8200000 1.01512
 3.8201000 1.01384
 3.8202000 1.01554
 3.8203000 1.01512
 3.8204000 1.01457
 3.8205000 1.01470
 3.8206000 1.01386
 3.8207000 1.01757
 3.8208000 1.01637
 3.8209000 1.01498
 3.8210000 1.01618
 3.8211000 1.01746
 3.8212000 1.01670
 3.8213000 1.01673
 3.8214000 1.01786
 3.8215000 1.01659
 3.8216000 1.01537
 3.8217000 1.01346
 3.8218000 1.01397
 3.8219000 1.01460
 3.8220000 1.01265
 3.8221000 1.01426
 3.8222000 1.01452
 3.8223000 1.01563
 3.8224000 1.01537
 3.8225000 1.01497
 3.8226000 1.01300
 3.8227000 1.01422
 3.8228000 1.01556
 3.8229000 1.01733
 3.8230000 1.01497
 3.8231000 1.01608
 3.8232000 1.01573
 3.8233000 1.01519
 3.8234000 1.01635
 3.8235000 1.01455
 3.8236000 1.01527
 3.8237000 1.01696
 3.8238000 1.01653
 3.8239000 1.01413
 3.8240000 1.01740
 3.8241000 1.01833
 3.8242000 1.01724
 3.8243000 1.01724
 3.8244000 1.01690
 3.8245000 1.01532
 3.8246000 1.01601
 3.8247000 1.01773
 3.8248000 1.01637
 3.8249000 1.01501
 3.8250000 1.01558
 3.8251000 1.01679
 3.8252000 1.01462
 3.8253000 1.01458
 3.8254000 1.01644
 3.8255000 1.01780
 3.8256000 1.01527
 3.8257000 1.01411
 3.8258000 1.01448
 3.8259000 1.01607
 3.8260000 1.01794
 3.8261000 1.01466
 3.8262000 1.01525
 3.8263000 1.01612
 3.8264000 1.01938
 3.8265000 1.01797
 3.8266000 1.01851
 3.8267000 1.02155
 3.8268000 1.01931
 3.8269000 1.01580
 3.8270000 1.01748
 3.8271000 1.01612
 3.8272000 1.01448
 3.8273000 1.01378
 3.8274000 1.01579
 3.8275000 1.01557
 3.8276000 1.01385
 3.8277000 1.01529
 3.8278000 1.01650
 3.8279000 1.01678
 3.8280000 1.01629
 3.8281000 1.01726
 3.8282000 1.01521
 3.8283000 1.01510
 3.8284000 1.01601
 3.8285000 1.01581
 3.8286000 1.01500
 3.8287000 1.01518
 3.8288000 1.01730
 3.8289000 1.01549
 3.8290000 1.01481
 3.8291000 1.01604
 3.8292000 1.01335
 3.8293000 1.01362
 3.8294000 1.01480
 3.8295000 1.01438
 3.8296000 1.01259
 3.8297000 1.01243
 3.8298000 1.01569
 3.8299000 1.01550
 3.8300000 1.01513
 3.8301000 1.01553
 3.8302000 1.01453
 3.8303000 1.01422
 3.8304000 1.01517
 3.8305000 1.01731
 3.8306000 1.01341
 3.8307000 1.01533
 3.8308000 1.01389
 3.8309000 1.01368
 3.8310000 1.01440
 3.8311000 1.01337
 3.8312000 1.01345
 3.8313000 1.01421
 3.8314000 1.01436
 3.8315000 1.01395
 3.8316000 1.01581
 3.8317000 1.01414
 3.8318000 1.01240
 3.8319000 1.01500
 3.8320000 1.01432
 3.8321000 1.01397
 3.8322000 1.01293
 3.8323000 1.01481
 3.8324000 1.01352
 3.8325000 1.01323
 3.8326000 1.01277
 3.8327000 1.01313
 3.8328000 1.01460
 3.8329000 1.01372
 3.8330000 1.01427
 3.8331000 1.01316
 3.8332000 1.01358
 3.8333000 1.01522
 3.8334000 1.01638
 3.8335000 1.01377
 3.8336000 1.01340
 3.8337000 1.01583
 3.8338000 1.01492
 3.8339000 1.01460
 3.8340000 1.01421
 3.8341000 1.01266
 3.8342000 1.01516
 3.8343000 1.01544
 3.8344000 1.01346
 3.8345000 1.01346
 3.8346000 1.01445
 3.8347000 1.01435
 3.8348000 1.01509
 3.8349000 1.01267
 3.8350000 1.01177
 3.8351000 1.01307
 3.8352000 1.01040
 3.8353000 1.01072
 3.8354000 1.01208
 3.8355000 1.01428
 3.8356000 1.01382
 3.8357000 1.01344
 3.8358000 1.01281
 3.8359000 1.01169
 3.8360000 1.00978
 3.8361000 1.00789
 3.8362000 1.00734
 3.8363000 1.00793
 3.8364000 1.01033
 3.8365000 1.01037
 3.8366000 1.01237
 3.8367000 1.01291
 3.8368000 1.01693
 3.8369000 1.01595
 3.8370000 1.01167
 3.8371000 1.01735
 3.8372000 1.01755
 3.8373000 1.01189
 3.8374000 1.01339
 3.8375000 1.01412
 3.8376000 1.01354
 3.8377000 1.01406
 3.8378000 1.01534
 3.8379000 1.01339
 3.8380000 1.01116
 3.8381000 1.01537
 3.8382000 1.01434
 3.8383000 1.01443
 3.8384000 1.01238
 3.8385000 1.01266
 3.8386000 1.01344
 3.8387000 1.01108
 3.8388000 1.01363
 3.8389000 1.01340
 3.8390000 1.01101
 3.8391000 1.01408
 3.8392000 1.01183
 3.8393000 1.01277
 3.8394000 1.01459
 3.8395000 1.01208
 3.8396000 1.01106
 3.8397000 1.01394
 3.8398000 1.01079
 3.8399000 1.01066
 3.8400000 1.01288
 3.8401000 1.01049
 3.8402000 1.01435
 3.8403000 1.01644
 3.8404000 1.01325
 3.8405000 1.01160
 3.8406000 1.01300
 3.8407000 1.01227
 3.8408000 1.01263
 3.8409000 1.01292
 3.8410000 1.01411
 3.8411000 1.01460
 3.8412000 1.01417
 3.8413000 1.01161
 3.8414000 1.01232
 3.8415000 1.01212
 3.8416000 1.01191
 3.8417000 1.01389
 3.8418000 1.01295
 3.8419000 1.01316
 3.8420000 1.01400
 3.8421000 1.01570
 3.8422000 1.01263
 3.8423000 1.01269
 3.8424000 1.01283
 3.8425000 1.01232
 3.8426000 1.01330
 3.8427000 1.01241
 3.8428000 1.01217
 3.8429000 1.01163
 3.8430000 1.01302
 3.8431000 1.01238
 3.8432000 1.01121
 3.8433000 1.01273
 3.8434000 1.01295
 3.8435000 1.01160
 3.8436000 1.01279
 3.8437000 1.01329
 3.8438000 1.01186
 3.8439000 1.01148
 3.8440000 1.01191
 3.8441000 1.01257
 3.8442000 1.01413
 3.8443000 1.01316
 3.8444000 1.01406
 3.8445000 1.01304
 3.8446000 1.01370
 3.8447000 1.01174
 3.8448000 1.01000
 3.8449000 1.01297
 3.8450000 1.01406
 3.8451000 1.01045
 3.8452000 1.01120
 3.8453000 1.01339
 3.8454000 1.01351
 3.8455000 1.01434
 3.8456000 1.01198
 3.8457000 1.01192
 3.8458000 1.01321
 3.8459000 1.01093
 3.8460000 1.01256
 3.8461000 1.01213
 3.8462000 1.01190
 3.8463000 1.01117
 3.8464000 1.01092
 3.8465000 1.01054
 3.8466000 1.00990
 3.8467000 1.01018
 3.8468000 1.01135
 3.8469000 1.00991
 3.8470000 1.01225
 3.8471000 1.01448
 3.8472000 1.01318
 3.8473000 1.00907
 3.8474000 1.01124
 3.8475000 1.01083
 3.8476000 1.01126
 3.8477000 1.01278
 3.8478000 1.01278
 3.8479000 1.01324
 3.8480000 1.01297
 3.8481000 1.01198
 3.8482000 1.01233
 3.8483000 1.01099
 3.8484000 1.01034
 3.8485000 1.01019
 3.8486000 1.01167
 3.8487000 1.00993
 3.8488000 1.01142
 3.8489000 1.01208
 3.8490000 1.01270
 3.8491000 1.01201
 3.8492000 1.01208
 3.8493000 1.01226
 3.8494000 1.01095
 3.8495000 1.00916
 3.8496000 1.01219
 3.8497000 1.01215
 3.8498000 1.01169
 3.8499000 1.01146
 3.8500000 1.01156
 3.8501000 1.01132
 3.8502000 1.01047
 3.8503000 1.01144
 3.8504000 1.01084
 3.8505000 1.00926
 3.8506000 1.00825
 3.8507000 1.00967
 3.8508000 1.01084
 3.8509000 1.00997
 3.8510000 1.00953
 3.8511000 1.00908
 3.8512000 1.00927
 3.8513000 1.01260
 3.8514000 1.01142
 3.8515000 1.01004
 3.8516000 1.01133
 3.8517000 1.01250
 3.8518000 1.01139
 3.8519000 1.01014
 3.8520000 1.01071
 3.8521000 1.00878
 3.8522000 1.00827
 3.8523000 1.00955
 3.8524000 1.00769
 3.8525000 1.00834
 3.8526000 1.00769
 3.8527000 1.00821
 3.8528000 1.00831
 3.8529000 1.00769
 3.8530000 1.01028
 3.8531000 1.01002
 3.8532000 1.00660
 3.8533000 1.00885
 3.8534000 1.00895
 3.8535000 1.00953
 3.8536000 1.01007
 3.8537000 1.00865
 3.8538000 1.01017
 3.8539000 1.00995
 3.8540000 1.00834
 3.8541000 1.01054
 3.8542000 1.00958
 3.8543000 1.00862
 3.8544000 1.00905
 3.8545000 1.00792
 3.8546000 1.00887
 3.8547000 1.00824
 3.8548000 1.00949
 3.8549000 1.00787
 3.8550000 1.00982
 3.8551000 1.00867
 3.8552000 1.00717
 3.8553000 1.00665
 3.8554000 1.00687
 3.8555000 1.00770
 3.8556000 1.00873
 3.8557000 1.01057
 3.8558000 1.00820
 3.8559000 1.00924
 3.8560000 1.01112
 3.8561000 1.00881
 3.8562000 1.00852
 3.8563000 1.00749
 3.8564000 1.00721
 3.8565000 1.00648
 3.8566000 1.00422
 3.8567000 1.00574
 3.8568000 1.00766
 3.8569000 1.00664
 3.8570000 1.00760
 3.8571000 1.01054
 3.8572000 1.00760
 3.8573000 1.00743
 3.8574000 1.01134
 3.8575000 1.00924
 3.8576000 1.01093
 3.8577000 1.00912
 3.8578000 1.00219
 3.8579000 1.00571
 3.8580000 1.00730
 3.8581000 1.00623
 3.8582000 1.00768
 3.8583000 1.00780
 3.8584000 1.00850
 3.8585000 1.00734
 3.8586000 1.00649
 3.8587000 1.00786
 3.8588000 1.00785
 3.8589000 1.00735
 3.8590000 1.00735
 3.8591000 1.00758
 3.8592000 1.00881
 3.8593000 1.00851
 3.8594000 1.00929
 3.8595000 1.01078
 3.8596000 1.00942
 3.8597000 1.00950
 3.8598000 1.00673
 3.8599000 1.00853
 3.8600000 1.01286
 3.8601000 1.00729
 3.8602000 1.00601
 3.8603000 1.00815
 3.8604000 1.00849
 3.8605000 1.00732
 3.8606000 1.00579
 3.8607000 1.01044
 3.8608000 1.00957
 3.8609000 1.00549
 3.8610000 1.00386
 3.8611000 1.00672
 3.8612000 1.00757
 3.8613000 1.00761
 3.8614000 1.00601
 3.8615000 1.00731
 3.8616000 1.00585
 3.8617000 1.00504
 3.8618000 1.00960
 3.8619000 1.01185
 3.8620000 1.00472
 3.8621000 1.00605
 3.8622000 1.01157
 3.8623000 1.00907
 3.8624000 1.00220
 3.8625000 1.00532
 3.8626000 1.00482
 3.8627000 1.00564
 3.8628000 1.00411
 3.8629000 1.00152
 3.8630000 1.00303
 3.8631000 1.00408
 3.8632000 1.00410
 3.8633000 1.00549
 3.8634000 1.00679
 3.8635000 1.00820
 3.8636000 1.00722
 3.8637000 1.00664
 3.8638000 1.00616
 3.8639000 1.00492
 3.8640000 1.00391
 3.8641000 1.00576
 3.8642000 1.00789
 3.8643000 1.00676
 3.8644000 1.00591
 3.8645000 1.00507
 3.8646000 1.01016
 3.8647000 1.00502
 3.8648000 1.00286
 3.8649000 1.00444
 3.8650000 1.00432
 3.8651000 1.00548
 3.8652000 1.00812
 3.8653000 1.00724
 3.8654000 1.00549
 3.8655000 1.00547
 3.8656000 1.00775
 3.8657000 1.01032
 3.8658000 1.00971
 3.8659000 1.00911
 3.8660000 1.01287
 3.8661000 1.00777
 3.8662000 1.00463
 3.8663000 1.00235
 3.8664000 1.00442
 3.8665000 1.00389
 3.8666000 1.00409
 3.8667000 1.00666
 3.8668000 1.00740
 3.8669000 1.00713
 3.8670000 1.00577
 3.8671000 1.00322
 3.8672000 1.00280
 3.8673000 1.00679
 3.8674000 1.01061
 3.8675000 1.00818
 3.8676000 1.00737
 3.8677000 1.00803
 3.8678000 1.00630
 3.8679000 1.00411
 3.8680000 1.00363
 3.8681000 1.00515
 3.8682000 1.00517
 3.8683000 1.00590
 3.8684000 1.00276
 3.8685000 1.00230
 3.8686000 1.00259
 3.8687000 1.00221
 3.8688000 1.00398
 3.8689000 1.00597
 3.8690000 1.00348
 3.8691000 1.00451
 3.8692000 1.00463
 3.8693000 1.00353
 3.8694000 1.00739
 3.8695000 1.00571
 3.8696000 1.00445
 3.8697000 1.00435
 3.8698000 1.00188
 3.8699000 1.00077
 3.8700000 1.00180
 3.8701000 1.00168
 3.8702000 1.00186
 3.8703000 1.00205
 3.8704000 1.00152
 3.8705000 1.00004
 3.8706000 1.00055
 3.8707000 1.00183
 3.8708000 1.00305
 3.8709000 1.00434
 3.8710000 1.00629
 3.8711000 1.00551
 3.8712000 1.00489
 3.8713000 1.00811
 3.8714000 1.00497
 3.8715000 1.00606
 3.8716000 1.00485
 3.8717000 1.00355
 3.8718000 1.00308
 3.8719000 1.00203
 3.8720000 1.00129
 3.8721000 1.00238
 3.8722000 1.00319
 3.8723000 1.00447
 3.8724000 1.00263
 3.8725000 1.00640
 3.8726000 1.00535
 3.8727000 1.00429
 3.8728000 1.00353
 3.8729000 1.00362
 3.8730000 1.00493
 3.8731000 1.00413
 3.8732000 1.00348
 3.8733000 1.00341
 3.8734000 1.00574
 3.8735000 1.00494
 3.8736000 1.00315
 3.8737000 1.00498
 3.8738000 1.00410
 3.8739000 1.00411
 3.8740000 1.00374
 3.8741000 1.00314
 3.8742000 1.00336
 3.8743000 1.00334
 3.8744000 1.00197
 3.8745000 1.00284
 3.8746000 1.00153
 3.8747000 1.00080
 3.8748000 1.00207
 3.8749000 1.00224
 3.8750000 1.00179
 3.8751000 1.00427
 3.8752000 1.00366
 3.8753000 1.00311
 3.8754000 1.00274
 3.8755000 0.999958
 3.8756000 1.00107
 3.8757000 1.00106
 3.8758000 0.999547
 3.8759000 1.00158
 3.8760000 1.00283
 3.8761000 1.00232
 3.8762000 1.00347
 3.8763000 1.00547
 3.8764000 1.00616
 3.8765000 1.00675
 3.8766000 1.00525
 3.8767000 1.00294
 3.8768000 1.00367
 3.8769000 1.00176
 3.8770000 1.00167
 3.8771000 1.00290
 3.8772000 1.00431
 3.8773000 1.00344
 3.8774000 1.00276
 3.8775000 1.00557
 3.8776000 1.00581
 3.8777000 1.00445
 3.8778000 1.00386
 3.8779000 1.00297
 3.8780000 1.00345
 3.8781000 1.00325
 3.8782000 1.00343
 3.8783000 1.00220
 3.8784000 1.00195
 3.8785000 1.00351
 3.8786000 1.00417
 3.8787000 1.00325
 3.8788000 1.00282
 3.8789000 1.00266
 3.8790000 1.00304
 3.8791000 1.00430
 3.8792000 1.00415
 3.8793000 1.00482
 3.8794000 1.00343
 3.8795000 1.00092
 3.8796000 1.00204
 3.8797000 1.00299
 3.8798000 0.999756
 3.8799000 1.00040
 3.8800000 1.00258
 3.8801000 1.00325
 3.8802000 1.00265
 3.8803000 1.00016
 3.8804000 1.00102
 3.8805000 1.00769
 3.8806000 1.00667
 3.8807000 1.00174
 3.8808000 1.00963
 3.8809000 1.00675
 3.8810000 1.00513
 3.8811000 1.00669
 3.8812000 1.00509
 3.8813000 1.00667
 3.8814000 1.00676
 3.8815000 1.00350
 3.8816000 1.00477
 3.8817000 1.00802
 3.8818000 1.00028
 3.8819000 1.00155
 3.8820000 1.00427
 3.8821000 1.00079
 3.8822000 1.00317
 3.8823000 1.00583
 3.8824000 1.00786
 3.8825000 1.00363
 3.8826000 1.00972
 3.8827000 0.998808
 3.8828000 1.00748
 3.8829000 1.00731
 3.8830000 0.997805
 3.8831000 1.01403
 3.8832000 0.993392
 3.8833000 1.00670
 3.8834000 1.01212
 3.8835000 0.990105
 3.8836000 1.01587
 3.8837000 1.00281
 3.8838000 0.993567
 3.8839000 1.01333
 3.8840000 0.996610
 3.8841000 0.995991
 3.8842000 1.00980
 3.8843000 0.993869
 3.8844000 0.994647
 3.8845000 1.00615
 3.8846000 0.996142
 3.8847000 0.997298
 3.8848000 1.00612
 3.8849000 1.00187
 3.8850000 1.00022
 3.8851000 1.00479
 3.8852000 1.00227
 3.8853000 1.00052
 3.8854000 1.00249
 3.8855000 1.00426
 3.8856000 1.00029
 3.8857000 1.00089
 3.8858000 1.00321
 3.8859000 1.00210
 3.8860000 1.00142
 3.8861000 1.00134
 3.8862000 1.00056
 3.8863000 1.00156
 3.8864000 1.00173
 3.8865000 1.00179
 3.8866000 1.00142
 3.8867000 0.999514
 3.8868000 1.00059
 3.8869000 1.00111
 3.8870000 0.999578
 3.8871000 1.00069
 3.8872000 1.00050
 3.8873000 1.00289
 3.8874000 1.00247
 3.8875000 1.00059
 3.8876000 0.998052
 3.8877000 1.00077
 3.8878000 1.00239
 3.8879000 1.00045
 3.8880000 1.00037
 3.8881000 0.999536
 3.8882000 1.00023
 3.8883000 0.999526
 3.8884000 0.999540
 3.8885000 0.999797
 3.8886000 1.00079
 3.8887000 1.00081
 3.8888000 1.00073
 3.8889000 1.00272
 3.8890000 0.999106
 3.8891000 0.997319
 3.8892000 0.998654
 3.8893000 0.997624
 3.8894000 0.998135
 3.8895000 1.00207
 3.8896000 1.00927
 3.8897000 1.00469
 3.8898000 0.999554
 3.8899000 1.00147
 3.8900000 1.00161
 3.8901000 1.00326
 3.8902000 1.00218
 3.8903000 1.00019
 3.8904000 1.00100
 3.8905000 0.999974
 3.8906000 0.998769
 3.8907000 0.998970
 3.8908000 1.00090
 3.8909000 0.999559
 3.8910000 0.996507
 3.8911000 1.00128
 3.8912000 1.00091
 3.8913000 1.00030
 3.8914000 1.00131
 3.8915000 1.00074
 3.8916000 1.00145
 3.8917000 1.00381
 3.8918000 1.00058
 3.8919000 1.00225
 3.8920000 1.00365
 3.8921000 1.00371
 3.8922000 1.00047
 3.8923000 1.00056
 3.8924000 1.00331
 3.8925000 1.00149
 3.8926000 1.00302
 3.8927000 1.00017
 3.8928000 1.00051
 3.8929000 1.00239
 3.8930000 0.999168
 3.8931000 1.00114
 3.8932000 1.00300
 3.8933000 1.00416
 3.8934000 1.00499
 3.8935000 1.00691
 3.8936000 1.00594
 3.8937000 1.00008
 3.8938000 0.997154
 3.8939000 0.997799
 3.8940000 0.996780
 3.8941000 0.999124
 3.8942000 0.998135
 3.8943000 1.00078
 3.8944000 1.00378
 3.8945000 1.00260
 3.8946000 1.00276
 3.8947000 1.00202
 3.8948000 0.999737
 3.8949000 1.00304
 3.8950000 1.00574
 3.8951000 1.00297
 3.8952000 0.997837
 3.8953000 1.00447
 3.8954000 1.00538
 3.8955000 1.00125
 3.8956000 1.00121
 3.8957000 1.00079
 3.8958000 1.00112
 3.8959000 0.999961
 3.8960000 1.00263
 3.8961000 1.00284
 3.8962000 1.00201
 3.8963000 0.999751
 3.8964000 1.00113
 3.8965000 1.00273
 3.8966000 1.00245
 3.8967000 1.00085
 3.8968000 1.00033
 3.8969000 0.999536
 3.8970000 1.00394
 3.8971000 1.00645
 3.8972000 1.00390
 3.8973000 1.00199
 3.8974000 1.00178
 3.8975000 1.00088
 3.8976000 1.00057
 3.8977000 1.00009
 3.8978000 1.00066
 3.8979000 0.999978
 3.8980000 1.00010
 3.8981000 1.00084
 3.8982000 1.00124
 3.8983000 1.00534
 3.8984000 1.00278
 3.8985000 1.00232
